	SYMBOL	FDR	FC	avg.CDK4_inhib	avg.Untreated	NAME
Wo1Ui_tQoqIur3QxrE	PDGFRB	0.103711039836556	1.48	1395.36	940.52	platelet-derived growth factor receptor, beta polypeptide
K9eVxdccEfXlU.oVsU	TRIOBP	0.103784809065747	1.55	1252.75	806.22	TRIO and F-actin binding protein
fUMXUW6J__OJ6JSIWE	POP7	0.103814784810175	-1.38	198.19	274.26	POP7 homolog, ribonuclease P/MRP subunit
rCOmieZudsntCKtNhw	ETFB	0.103881182214007	1.5	893.04	596.98	electron-transfer-flavoprotein, beta polypeptide
ZkEjUBB9gpA7rpujkA	VAMP4	0.104161941072461	-1.36	83.98	114.45	vesicle-associated membrane protein 4
f.E1AqoykfoVU91ClY	CD99	0.104260080853609	1.49	1001.73	671.83	CD99 molecule
xKf56fuaTXnW3kr7n0	ATP5I	0.104282367612979	1.35	449.63	333.54	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E
TRRClOjuqtz1ISHwqc	ZBTB38	0.104316180098084	-1.35	87.87	118.32	zinc finger and BTB domain containing 38
HHteoiUdSJz9wh.e64	HEATR1	0.104316180098084	-1.4	184.76	259.43	HEAT repeat containing 1
9e1epSSoXeCX3_6X.8	FKBP1A	0.104316180098084	1.35	2590.03	1913.65	FK506 binding protein 1A, 12kDa
HpWvAiQIbQPp4pEUko	NA	0.104316180098084	-1.34	458.74	612.71	NA
BlKOCoh6kId8ZVEeQ8	PPAP2A	0.104347711174379	1.35	253.95	187.8	phosphatidic acid phosphatase type 2A
od_ngBHiudU3ubpU4k	DECR2	0.104347711174379	1.35	229.19	169.78	2,4-dienoyl CoA reductase 2, peroxisomal
l3l.wL.ngg7t7ryjJE	FBXO30	0.104347711174379	-1.46	66.49	96.93	F-box protein 30
9Cy6El6VTU8cO.y5Kk	PHKB	0.104347711174379	1.37	92.11	67.34	phosphorylase kinase, beta
l51UglZFVH4RIyv7nE	POLD2	0.104357310393234	-1.43	116.73	166.4	polymerase (DNA directed), delta 2, accessory subunit
uc0i4Vy6A8aqOgpROQ	PSMA4	0.10459293250204	-1.41	582.93	819.38	proteasome subunit alpha 4
EV0kO9Ih4X3Oj106d0	C11orf49	0.104666774900156	1.43	165.58	116.18	chromosome 11 open reading frame 49
EfewX9d1aH4kFxEdE4	MED6	0.104666774900156	-1.4	326.38	457.72	mediator complex subunit 6
WXVxXl7fe_Oefr_0qc	TMEM217	0.104672827170787	1.36	148.78	109.15	transmembrane protein 217
c1GMs0lQi7vnP7CVTo	MYNN	0.104726985973868	-1.37	124.73	171.28	myoneurin
fcYv5_tIIJSjNOVe6Q	SF3B1	0.10500645528408	-1.35	96.63	130.51	splicing factor 3b, subunit 1, 155kDa
ieAgke2dzggSeqZez4	NA	0.10500645528408	-1.34	977.34	1307.86	NA
KqU01300130155716U	DYSF	0.105254346260774	1.47	109.43	74.31	dysferlin
6XlKgpR6u9F5Av3r7Q	MARCH4	0.105320949485878	-1.46	73.58	107.46	membrane-associated ring finger (C3HC4) 4, E3 ubiquitin protein ligase
Ei3V7YSwL4DrhtR56c	STARD3NL	0.105446588855406	-1.34	234.72	314.77	STARD3 N-terminal like
9lyhAJeinWH104Ih1I	ENSA	0.105548881077435	-1.43	202.38	289.83	endosulfine alpha
KsfP_T.606uoOq6uXE	RPS6KA3	0.105994364749963	-1.38	91.19	125.97	ribosomal protein S6 kinase, 90kDa, polypeptide 3
ZCNuyPqvqio4KmLg3A	TOP1	0.105994762710822	-1.37	92.61	127.21	topoisomerase (DNA) I
6lG3pe7X6ktEcXd4.4	KCNK6	0.105994762710822	1.39	152	109.01	potassium channel, two pore domain subfamily K, member 6
ErmjLeHL8KIelgneVA	BTF3	0.106084904538096	-1.43	3622.98	5191.31	basic transcription factor 3
3pac6J8W7dQ4QGI7AI	TMEM14A	0.106084904538096	-1.37	318.1	436.29	transmembrane protein 14A
cdCVX1_d6FXysxXoIk	MPI	0.106084904538096	1.41	120.83	85.99	mannose phosphate isomerase
EpJ.1qukppEvorByj8	DOT1L	0.106184834000426	-1.35	79.36	106.91	DOT1-like histone H3K79 methyltransferase
KYiXiWoXopFIr0oicQ	BAG6	0.106247997243114	1.36	271.21	199.32	BCL2-associated athanogene 6
HXq1FJV4ZV7lR.sDAc	NA	0.106298391204683	-1.36	166.74	226.17	NA
KmAXs1qVBeAE1SUIHo	COL1A2	0.106298391204683	1.57	6236.36	3967.32	collagen, type I, alpha 2
TVNe7vCd5zylJCao7U	SMAD7	0.106350761825654	1.55	236.5	152.82	SMAD family member 7
QdI4Ir2EqHQJc9S_lw	GLRX3	0.106350761825654	-1.49	614.42	912.48	glutaredoxin 3
Nkixi3imiosOkoQm.I	HSPE1	0.106446093337661	-1.54	931.98	1434.52	heat shock 10kDa protein 1
cehKIlA_AlhIx5C4eo	FRG1	0.106698887776941	-1.38	246.57	341.21	FSHD region gene 1
flAfl.n0dNOSX3q_vk	RAB2B	0.106725399525604	1.38	438.48	318.47	RAB2B, member RAS oncogene family
lkjvurlfe9eijzvaxE	KIAA0196	0.106908291694523	1.37	744.97	545.1	KIAA0196
9enQrQIwqeqr6N6feo	NA	0.107005079717413	-1.4	67.69	94.96	NA
6qWqKrX_a4nO.E_ES4	GALNT2	0.107182708395482	1.33	161.71	121.43	polypeptide N-acetylgalactosaminyltransferase 2
9CK0Ebj77GxE_53ouU	PTS	0.107203434300422	-1.35	707.13	952.16	6-pyruvoyltetrahydropterin synthase
oUm.Se6n3FFHCWdFyI	TARSL2	0.107203434300422	1.41	236.31	167.18	threonyl-tRNA synthetase-like 2
9hcp9_0R4ETUlEpFJ4	FAM189B	0.107226523623828	1.39	135.03	97.05	family with sequence similarity 189, member B
ukQLCXRf5fUHlIE6PU	PON2	0.107226523623828	1.39	1257.58	903.19	paraoxonase 2
iby0rBoKU_gOqabRLU	WLS	0.107473303837136	-1.47	89.21	130.82	wntless Wnt ligand secretion mediator
i5e4jrXkklBS4Hf_uE	LINC01420	0.107596027307935	1.33	1710.74	1282.47	long intergenic non-protein coding RNA 1420
B4KJahmqd6l2oHiWsc	RPL36	0.107903187215888	1.38	293.66	212.76	ribosomal protein L36
ieWrpSrOqTuVJDunX4	TSPAN17	0.107978813959365	1.36	237.58	174.6	tetraspanin 17
ceSfbLHV9axcfEX1OQ	PSMG2	0.107978813959365	-1.38	844.73	1167.93	proteasome (prosome, macropain) assembly chaperone 2
ZKSndRSHwJPQUd5VSk	LINC00094	0.108192784553901	1.38	167.97	121.39	long intergenic non-protein coding RNA 94
3J4Sj3rg5ueVKFLghI	CBR3	0.108575761979654	-1.44	150.35	216.98	carbonyl reductase 3
02tiuhr_lsCu6c8E64	EIF4A1	0.108575761979654	-1.38	4553.56	6283.7	eukaryotic translation initiation factor 4A1
cuSXo17Y38fumicOtE	NCBP3	0.108696775185596	-1.36	85.08	116.03	nuclear cap binding subunit 3
BGm6KH.W4lIY56KKz0	ABCA7	0.108696775185596	1.39	140.87	101.65	ATP-binding cassette, sub-family A (ABC1), member 7
riguY2oF1zMfW.l2a8	RPL36A	0.108696775185596	-1.4	159.55	224.03	ribosomal protein L36a
TCl_h31eKvl4D19Of0	SH2B3	0.109026896491215	-1.82	416.22	758.97	SH2B adaptor protein 3
0td1cvREqiuMk_f_5A	POTEF	0.109026896491215	-1.4	5285.3	7377.84	POTE ankyrin domain family, member F
EVeaFajiehS9ehCOhg	NA	0.10919082125209	-1.43	95.83	136.89	NA
o8AZ3Vh2VEj4AOXkSU	METTL22	0.109445843883458	1.46	292.39	199.8	methyltransferase like 22
0SdlZFXTpRL0knoKCM	NA	0.109445843883458	-1.42	155.37	220.12	NA
f8kBoSnhBkJdLFBqdo	NA	0.109604988498083	1.38	98.22	71.22	NA
o6KHuEh.oS6Xfi9d5I	TTC4	0.109798861475572	-1.39	543.4	753.1	tetratricopeptide repeat domain 4
9V6Rerq.iehIJ8iECk	MTFP1	0.110016753460431	-1.41	85.24	120.57	mitochondrial fission process 1
3leF9Ou3_CVBR2v19o	RERE	0.110081208536898	1.33	262.11	197.47	arginine-glutamic acid dipeptide (RE) repeats
QW4por7LiUI2RT5EUE	CSF2RA	0.110099339736369	1.35	886.32	656.56	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)
0ieSlpTyB0uP4o6KLY	NA	0.11013405540975	-1.34	62.3	83.68	NA
oolS7Qt56DkoLIEg2U	GORASP1	0.110408206335269	1.34	224.64	167.96	golgi reassembly stacking protein 1, 65kDa
Q35dRFdd1KFejg1ve4	RRP7A	0.110470202863535	-1.39	322.07	446.47	ribosomal RNA processing 7 homolog A
l7ncTnPQJScFXpV11I	CCDC51	0.110480255116786	-1.32	106.56	140.88	coiled-coil domain containing 51
BTvcUX6UfSQvT14qdU	GBA	0.110802280382427	1.47	436.8	296.26	glucosidase, beta, acid
Wcq9XVLfRNHel00UK4	ADGRA2	0.110802280382427	1.62	175.04	108.06	adhesion G protein-coupled receptor A2
ZkokuSJheAgrr3T03c	NA	0.111086355936819	1.43	100.58	70.41	NA
T.V1A.MrsIgmqkK5FE	USP9X	0.111086355936819	1.39	182.48	131.41	ubiquitin specific peptidase 9, X-linked
E3K3qUJE8QuoWuiSVc	AP2M1	0.111086355936819	1.38	2023.62	1471.32	adaptor-related protein complex 2, mu 1 subunit
iToourohCiosLbKLEI	ZBTB22	0.111227440473706	1.37	305.5	222.36	zinc finger and BTB domain containing 22
Tr5SOuMEuwpfq3Ck1E	TSPAN6	0.111292214592095	1.33	321.76	242.16	tetraspanin 6
HKiFXn1wHxE.uuxf7Y	BEX2	0.11132940060431	1.37	111.81	81.63	brain expressed X-linked 2
udaVxVCggupSz_CC9Y	PTRHD1	0.11132940060431	1.37	217.55	158.91	peptidyl-tRNA hydrolase domain containing 1
WunPH_9_tfRKl51NUU	AK3	0.11132940060431	1.42	329.68	232.61	adenylate kinase 3
uXf_OXCSsJI5cJ7P3U	NA	0.111334896473146	-1.4	163.32	229.28	NA
6fXY_5Zip0oJWAjiNA	CHCHD1	0.111409215384804	-1.34	204.71	273.79	coiled-coil-helix-coiled-coil-helix domain containing 1
31_b31UW1VnWVh1tZs	NA	0.111613239550116	1.33	96.95	72.9	NA
6pM_m9e5zjjqe7jIio	MRPL39	0.111613239550116	-1.55	337.18	522.35	mitochondrial ribosomal protein L39
on6cOOkEX1_jt4mLjI	SNORD14C	0.11173404937849	-1.4	80.95	113	small nucleolar RNA, C/D box 14C
fXgCkUX8KlL7qvrCRI	AFF4	0.111933387428803	1.35	325.59	240.94	AF4/FMR2 family, member 4
QGGImmKO2K9XO1jEU0	UBA1	0.111933387428803	1.32	2204.4	1667.98	ubiquitin-like modifier activating enzyme 1
3qXj_Jdf.gjj_li7oU	NA	0.111933387428803	-1.38	70.31	97.15	NA
BSwYp.47vieiuLoWqk	TRAFD1	0.111933387428803	1.38	210.95	152.33	TRAF-type zinc finger domain containing 1
9kJPYNcHn_OR_V2pF4	APOLD1	0.111933387428803	1.47	428.64	291.42	apolipoprotein L domain containing 1
QXe3Us0UQD731_i7fo	HMGN4	0.111933387428803	-1.42	437.42	620.79	high mobility group nucleosomal binding domain 4
0xLpuN_nR6JXhdXKdI	SNAPC3	0.11200715787575	-1.37	68.52	93.6	small nuclear RNA activating complex, polypeptide 3, 50kDa
WnxZ90X9BVN7pf7UpU	GDE1	0.112038890771733	1.41	251.4	178.78	glycerophosphodiester phosphodiesterase 1
u_QOiPSs_qOSvuqJ6U	KCTD17	0.112070174074147	-1.36	80.29	108.83	potassium channel tetramerization domain containing 17
EEvCX.dPEz87P0e87Q	NA	0.112278159747859	1.4	116.86	83.58	NA
Ty6pTSEiISOzApeuF0	NA	0.112278159747859	-1.38	77.74	107.1	NA
TXOgvX.OT6KABO_n.c	NA	0.112278159747859	-1.38	82.06	113.5	NA
0oRJfSoteAiApQ0eeE	TAF1B	0.112284893355217	-1.38	129.85	179.04	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa
KkuP.NQ379QAU7dUqU	SP3	0.11228507037258	-1.52	191.76	290.63	Sp3 transcription factor
B3tDVeLkNHjt1O3eJA	SNORD110	0.112561976089415	-1.36	69.84	94.92	small nucleolar RNA, C/D box 110
rlO6kuCTlDuNDVywCU	RNF135	0.112561976089415	1.37	232.02	169.73	ring finger protein 135
BUGRWL_7_KUV4o2oSc	PMP22	0.112561976089415	-1.46	79.16	115.78	peripheral myelin protein 22
Q1I4TxK9C6vCiF17E0	EDRF1	0.112561976089415	-1.47	118.97	175.45	erythroid differentiation regulatory factor 1
xUu3o65RHplw0VvwQk	YIPF1	0.112801418762554	1.39	268.72	192.73	Yip1 domain family, member 1
HAkXgN6WjmunTl7DVE	METTL21A	0.112801418762554	1.42	1723.48	1211.53	methyltransferase like 21A
Zh3jvqyel3uqPsLleI	TACO1	0.112801418762554	-1.33	245.73	326.44	translational activator of mitochondrially encoded cytochrome c oxidase I
0SISZQ6KOHfCRMuq.I	HNRNPC	0.112807630633942	-1.45	131.66	191.13	heterogeneous nuclear ribonucleoprotein C (C1/C2)
TwnfXlW9J9HVFf0m14	DCTN1	0.11288871704121	1.41	179.93	127.17	dynactin 1
rlO55uXug3ouKrAJ40	STAT5A	0.112893363291368	1.39	117.02	84.15	signal transducer and activator of transcription 5A
xtPfn5H1XPhE4Ce764	UBE2K	0.1134734546287	-1.38	219.2	303.5	ubiquitin-conjugating enzyme E2K
oJJgigRgJA6SyV4hpY	GOLGA8A	0.113536384474077	1.4	182.03	130.25	golgin A8 family, member A
olEtGUeT3NepBI6IX4	C9orf64	0.113559650107181	-1.33	102.84	136.82	chromosome 9 open reading frame 64
iXSU6IU7Tkg8EKyRYk	PANX2	0.113820017096761	1.52	340.66	223.96	pannexin 2
lharorgoClOxPhHirE	RAD51	0.113820017096761	-1.39	88.74	123.1	RAD51 recombinase
inuu5Me7LxMlfUPerU	DNM1L	0.113915890328324	1.37	418.82	305.54	dynamin 1-like
TnTjVh7ojuuYcpeCC0	TAMM41	0.11393658242113	-1.34	170.86	228.21	TAM41 mitochondrial translocator assembly and maintenance homolog
Ng3qHqQO.u6XXwHJ7w	NA	0.113946157111066	-1.36	2962.53	4029.58	NA
l7afEnfWi3Il7673tU	COBLL1	0.113951079174738	-1.42	186.11	264.57	cordon-bleu WH2 repeat protein-like 1
HUlWOSiJ7V_fUj65JA	SUPV3L1	0.113951479893528	1.35	228.49	168.94	SUV3-like helicase
94gYDdn0tHeWCmeGk0	SDF4	0.114362628315303	1.37	1115.45	811.63	stromal cell derived factor 4
Wpvj9BXX0d6ffSkFG4	C14orf159	0.114444434586656	1.44	215.64	149.24	chromosome 14 open reading frame 159
9lls.P7RYq7uZnZpq4	EHBP1L1	0.114490255440671	1.38	413.09	299.02	EH domain binding protein 1-like 1
0umgul1FX1e.sDPe6I	SIPA1	0.114490255440671	-1.33	79.05	105.52	signal-induced proliferation-associated 1
0uNJKi.P4oTS0X_q_U	EML4	0.114494299270425	-1.42	272.86	387.3	echinoderm microtubule associated protein like 4
clA5KXu7J7u..e6_WQ	ESYT2	0.114494299270425	1.5	2400.17	1605.18	extended synaptotagmin-like protein 2
Tp3nvutucBZ13CjuXc	GBA	0.114495592584907	1.39	554.81	398.01	glucosidase, beta, acid
04jcQvhWQopUosop5I	WLS	0.114495592584907	-1.39	83.81	116.1	wntless Wnt ligand secretion mediator
3UIToHu90KvO6pup3U	APMAP	0.114495592584907	1.38	711.02	515.46	adipocyte plasma membrane associated protein
0OiiFiiunOiiNiunOg	TAF15	0.114508357634536	-1.4	111.32	155.68	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa
TA0Acc4pakS6dGfut0	NA	0.114643769445265	1.38	236.9	171.6	NA
9efV5FU9UV4L3kXkX8	CTSF	0.114816284696317	1.34	159.55	118.93	cathepsin F
93v7I0SkUvrfSoXTJU	CDCA4	0.114951988776782	-1.39	75.93	105.41	cell division cycle associated 4
cq5xPR35fKzHsFSveU	SPRTN	0.114951988776782	-1.33	109.39	145.34	SprT-like N-terminal domain
96erggxSQKRbhKULko	ACYP2	0.11504092381823	1.42	323.39	227.54	acylphosphatase 2, muscle type
NSQEhT5pT9onh.WEu4	NA	0.11504092381823	-1.33	239.63	318.22	NA
6V_Iou9XjV7l31TdBQ	AIF1	0.115088328496641	1.39	106.58	76.82	allograft inflammatory factor 1
EQklMeOFEkFJ1Gl45I	CTSA	0.11510892018617	1.41	865.08	613.43	cathepsin A
oqxQnXedVH_yJck4ro	C10orf2	0.11510892018617	-1.46	103.86	151.43	chromosome 10 open reading frame 2
KBUqfyCninqo_fgtKI	FTSJ2	0.11510892018617	-1.37	146.73	200.61	FtsJ RNA methyltransferase homolog 2 (E. coli)
feUL2nQwmQoMTrmcqU	RNASEK	0.115130507621702	1.34	1288.94	961.72	ribonuclease, RNase K
xIJIJezHaSC4rp6Qjo	NA	0.115187933219677	-1.31	74.05	96.96	NA
uiflLrh5SgbXONR.vo	JARID2	0.115282779007647	1.45	276.29	190.44	jumonji, AT rich interactive domain 2
BIyFB.87a.q7_4v6ok	PRPSAP2	0.11529638071433	1.35	352.23	260.82	phosphoribosyl pyrophosphate synthetase-associated protein 2
6n9CEi6gn_ieGjRS6k	EMC3	0.115333048650836	1.3	899.75	693.81	ER membrane protein complex subunit 3
Zhsfhe6FeOShJSh900	IAH1	0.115583701584085	1.32	742.33	560.61	isoamyl acetate-hydrolyzing esterase 1 homolog
xiz6Qn5S7F5a7p7pTc	NA	0.115696754691173	1.4	485.37	345.7	NA
3qVSln9xJ1.DAOhJKo	NA	0.115830133053373	1.37	153.74	112.47	NA
olSgryO7_QML5UCrVU	KCTD20	0.115830133053373	1.62	395.59	244.33	potassium channel tetramerization domain containing 20
HhSf37RfitV2VbRFvM	MICB	0.115830133053373	-1.47	94.89	139.87	MHC class I polypeptide-related sequence B
3QkTjLqY4K0KKHRKVU	LRRC75B	0.115830133053373	1.43	86.9	60.87	leucine rich repeat containing 75B
Tkfp7j00k4FfXo.33I	NFKBIB	0.115830133053373	-1.34	62.86	84.51	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta
03hXeIjjteVKVjpRyg	TMEM54	0.115914067124601	1.4	401.72	285.96	transmembrane protein 54
TPWFKkVX0icqGBJbuc	TBC1D3B	0.116024513406069	1.41	131.55	93.32	TBC1 domain family, member 3B
ifeztLST8OFFx7uRJE	PAQR3	0.116400389286789	-1.45	99.82	144.4	progestin and adipoQ receptor family member III
cOhLhkKHKeoqJuUFX8	ZNF593	0.116400389286789	-1.45	240.8	348.72	zinc finger protein 593
H3Wf_o4I4yUqe_.6pU	CDK5RAP3	0.116572211073512	1.32	243.96	184.5	CDK5 regulatory subunit associated protein 3
94onKnQ4TghIqc4pKU	ZPR1	0.116607841908741	-1.44	107	153.68	ZPR1 zinc finger
ZNMEuHjvr7Dr6vyjgU	ARMCX1	0.1166266588266	1.34	180.74	134.89	armadillo repeat containing, X-linked 1
oqYq9Kn3eiSM_0L06U	STAT3	0.116765897287922	1.37	329.74	241.3	signal transducer and activator of transcription 3 (acute-phase response factor)
W6T6lIggFbOUVwo5KE	C1orf189	0.116896156991869	-1.44	63.37	91.55	chromosome 1 open reading frame 189
HonqnQVHv.Cj_Z8fuk	BCAT1	0.116896156991869	1.51	1525.16	1006.73	branched chain amino-acid transaminase 1, cytosolic
0SKi9EQosCXh6FPkaM	C2orf47	0.117124480062525	-1.33	326.83	435.53	chromosome 2 open reading frame 47
9I16l4X2U4U7HlC60I	TSPAN4	0.117124646789001	1.42	327.44	231	tetraspanin 4
TJC5dpUt9ez87oKaac	NA	0.117216626963476	1.39	117.57	84.36	NA
uSKJJzePoBeWHy5rjI	PCOLCE2	0.117363596860129	1.56	752.97	483.21	procollagen C-endopeptidase enhancer 2
ZKcgDHZH10gV39_8Go	BMPR2	0.117625776959199	1.42	279.53	196.34	bone morphogenetic protein receptor, type II (serine/threonine kinase)
ZIHjsJd.l3n7TlPCdE	NA	0.117912128964897	-1.39	173.71	241.17	NA
BlR_QIrg77p3m5IT7U	C1orf53	0.117927869768819	1.38	290.59	210.32	chromosome 1 open reading frame 53
0u0e8T9VQgvQwFJ8lE	RAB33B	0.117927869768819	1.36	276.7	203.84	RAB33B, member RAS oncogene family
BeR3lKfVDn9HfNxX_k	NDUFAF3	0.117927869768819	1.44	1632.29	1130.71	NADH dehydrogenase (ubiquinone) complex I, assembly factor 3
lxqtHVEuCQp4eOMeWQ	RNFT1	0.118034611312808	-1.5	75.27	112.61	ring finger protein, transmembrane 1
Zosiscg58aU3f7EoHk	EPHA3	0.118049192445357	1.33	98.13	74	EPH receptor A3
ocv.0ZeQ36Lcr5ft3U	SOWAHC	0.118317068595922	-1.36	234.21	318.43	sosondowah ankyrin repeat domain family member C
9.v6uv7iX55QteX_rY	CASP2	0.118346122920632	-1.57	552.92	869.83	caspase 2, apoptosis-related cysteine peptidase
xkbuzUN5e4Tk.x3_SI	CRLF3	0.118398441462859	-1.37	139.15	190.86	cytokine receptor-like factor 3
30gU06noT6H11qJp74	NA	0.118398441462859	-1.49	189.72	282.04	NA
WiSNevh5IhF_CzqvZE	GAD1	0.118398441462859	-1.42	77.29	109.94	glutamate decarboxylase 1 (brain, 67kDa)
c5XL7jQKwdiuirJXqk	ADD1	0.118577891811238	1.4	183.11	130.82	adducin 1 (alpha)
NirqREVJpeSLCfPFRA	NKIRAS2	0.118594216522575	1.48	352.69	238.24	NFKB inhibitor interacting Ras-like 2
Zh95B7LVJKB7ghSeV4	PRPF38A	0.11863399888131	-1.35	156.9	212.25	pre-mRNA processing factor 38A
BTjqgkipMu6.7qH704	SLIT3	0.11863399888131	1.42	152.72	107.87	slit guidance ligand 3
ZeuIt4oyIf.3RTg7RU	GPATCH4	0.118651068661714	-1.45	70.56	101.98	G patch domain containing 4
cX4LnsUuenkrPC1C.M	BAZ1A	0.118863686150512	-1.44	150.07	216.85	bromodomain adjacent to zinc finger domain, 1A
u0X6pLhF4COJFSUVnc	NA	0.118905382819349	1.33	122.7	92.13	NA
9ToqQInSQKkJQgnggk	CARS	0.118905382819349	1.36	106.11	77.87	cysteinyl-tRNA synthetase
rGoJJeJ56Bc.XOD06Q	NA	0.119055849797536	-1.72	638.91	1101.53	NA
xve7nuGHtAizelOmhE	VPS41	0.119301719222437	1.37	378.25	275.65	vacuolar protein sorting 41 homolog (S. cerevisiae)
WLAV.aWgWU31LD2UA4	NA	0.119437097545239	-1.33	1326.24	1762.61	NA
oXgqduSGxKajfeguIM	LINC00623	0.119508265253868	1.43	361.53	252.01	long intergenic non-protein coding RNA 623
EUuyelHzUqf.cfTRCg	RNASE4	0.119583125024587	1.41	213.12	151.49	ribonuclease, RNase A family, 4
HkFesoor0uqKOA2Fb8	NA	0.119583125024587	1.49	93.33	62.58	NA
QXrTXDDqOKgv1JI.Sk	CD2AP	0.119583125024587	-1.39	65.25	90.75	CD2-associated protein
ivqukS6VAiSfSIw9fo	STX12	0.119595036470252	1.35	310.64	229.35	syntaxin 12
HSlJIuC5enU9QHXoLo	MLH1	0.119595036470252	-1.34	208.14	278.46	mutL homolog 1
QiuS1UlVFXSt7vH6.8	C20orf27	0.120031280466574	-1.39	346.5	483.07	chromosome 20 open reading frame 27
ciWoEiC7qgiMoFJKOk	PVR	0.120052352862448	1.35	290.67	216.01	poliovirus receptor
unQoCMCepoKK7m6feo	CD99L2	0.120052352862448	1.42	526.46	372.01	CD99 molecule-like 2
izEbExOOOn4tJ5Kkuo	C1orf174	0.120184680542782	-1.31	261.27	342.43	chromosome 1 open reading frame 174
KedHu197rdKJ5L7574	MBP	0.120366606180608	1.53	178.15	116.11	myelin basic protein
lSSXw3Ew99N2UPSWSU	KDELC2	0.120507781231531	-1.47	198.74	293.07	KDEL (Lys-Asp-Glu-Leu) containing 2
f5ISLpTs7k5MxHcS54	PSMA3	0.120848174468032	-1.38	643.89	889.36	proteasome subunit alpha 3
9kt4OmkZ4KAbmCRKeA	PTPN21	0.121427252128871	1.36	110.71	81.7	protein tyrosine phosphatase, non-receptor type 21
lXnT7fi.cFO5I5Cb0o	ARHGAP28	0.121863164594722	1.44	201.22	139.97	Rho GTPase activating protein 28
EotIe0uCiRHggh9CoY	MRPL48	0.122134712351063	-1.48	121.53	180.4	mitochondrial ribosomal protein L48
inaTrrk5_y9ScdKI_I	NA	0.122149187241954	-1.39	275.99	382.61	NA
rNNAldCAUUIhICASAA	RPL12P1	0.122563353295613	1.32	105.88	80.11	ribosomal protein L12 pseudogene 1
6uyLuVbhNXU33XU800	MRAS	0.12284996283116	1.41	118.57	84.35	muscle RAS oncogene homolog
01Kwhd4ywHEfrrnFOI	NA	0.123195329228207	1.4	96.57	68.94	NA
cn7LhdOnfq3X0dKv0g	OR4K17	0.123195329228207	1.41	101.25	71.77	olfactory receptor, family 4, subfamily K, member 17
xkiI6xI7ggziL0x7qg	NA	0.123265644584121	1.41	100.43	71.01	NA
KUg7rr3qQQOI_6Ybog	ZBTB4	0.123265644584121	1.54	696.46	452.65	zinc finger and BTB domain containing 4
iU7tU3QlEiQdEqx9EU	SLC15A4	0.12338105608727	1.41	363.92	258.32	solute carrier family 15 (oligopeptide transporter), member 4
ZqygilO.S9v93sq2Pg	GCNT1	0.12338105608727	1.37	260.77	189.74	glucosaminyl (N-acetyl) transferase 1, core 2
ZkRV5uweT1BRwwLlz4	SLC44A2	0.123385056684093	1.38	236.02	170.84	solute carrier family 44 (choline transporter), member 2
30q6eqekau2KSgo_.c	LRPAP1	0.123587942351965	1.38	422.57	306.6	low density lipoprotein receptor-related protein associated protein 1
BH70tH4jgOfqsn.U10	NUDT21	0.123639234354746	-1.43	139.03	198.81	nudix (nucleoside diphosphate linked moiety X)-type motif 21
T_Z6tHqHoooPp_KTpo	NA	0.124108854006737	-1.34	134.65	180.12	NA
Wun30466_q6_07hq1U	APOL2	0.124108854006737	1.36	126.87	93.12	apolipoprotein L, 2
HiRPCR3iWIyfXgO7go	NA	0.124129934149015	-1.46	211.53	309.18	NA
o4KOUIOIAJCq.tSulU	CRTC2	0.124293093760067	-1.45	89.79	129.98	CREB regulated transcription coactivator 2
K0X13sR_gOXen75JXU	HERC3	0.124684896727506	-1.36	78.64	106.77	HECT and RLD domain containing E3 ubiquitin protein ligase 3
un14uff36J4U7rAFXo	FANCL	0.124684896727506	-1.32	118.26	155.81	Fanconi anemia, complementation group L
c6vXvlew8B55WyKX9I	ARHGEF6	0.124686712204293	1.35	303.78	225.18	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6
05VLSnQle6_ygwJe40	ACSS2	0.124686712204293	1.33	367.13	276.88	acyl-CoA synthetase short-chain family member 2
9q4J.q_UeXur_enwKE	SDHC	0.124708191655366	1.37	423.86	309.03	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa
EiECOnmItpl9dCDl6g	NDUFA3	0.124807769353757	1.54	840.78	546.86	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa
TuyPlWlXd4leyTe4yc	PRKRIP1	0.124848385257936	1.33	158.35	118.9	PRKR interacting protein 1 (IL11 inducible)
K63_Crp_WnNI4v_ESU	NA	0.125164678334254	-1.6	164.99	264.1	NA
HtULP1JKCw7fXSXQUo	HSPBAP1	0.12524562396771	-1.38	61.63	84.8	HSPB (heat shock 27kDa) associated protein 1
i1H6p_LsF_hekVESh8	NA	0.12524562396771	-1.34	71.59	96.2	NA
3UkIRwq57F7uuiOngs	ANXA2P1	0.125317070674433	1.45	542.38	374.65	annexin A2 pseudogene 1
0pfE0sntIqAh7ksPtE	PSMA6	0.125317070674433	-1.43	580.38	827.66	proteasome subunit alpha 6
ZkrrKHBOq0zN_o33p0	METTL23	0.125317070674433	1.4	349.73	249.5	methyltransferase like 23
