	SYMBOL	RAE.GENE	Chr12q
1137	AKR1A1	0.075	
1138	LPAR1	0.102	
1139	TRIM38	-1	
1140	CAP2	0.086	
1141	CNTNAP1	-1	
1142	FOSB	0.107	
1143	RFX5	0.171	
1144	MECP2	NA	
1145	CRTAP	0.08	
1146	IER3	NA	
1147	SCFD1	-1	
1148	CCND2	0.086	
1149	CALR	0.096	
1150	BTG2	0.118	
1151	ASAP3	0.075	
1152	NA	NA	
1153	RGS16	-1	
1154	NA	NA	
1155	LRMP	-1	
1156	KPNA4	0.059	
1157	FKBP3	-1	
1158	NPM3	-1	
1159	NA	NA	
1160	LRP10	0.096	
1161	CDC37L1	0.107	
1162	FKBP15	0.096	
1163	HOXD4	0.075	
1164	NADK	-1	
1165	ENPP1	-1	
1166	FASTKD1	-1	
1167	MYH11	-1	
1168	TMEM176B	0.08	
1169	RAP2B	-1	
1170	CGRRF1	0.086	
1171	AP2S1	-1	
1172	FYCO1	0.07	
1173	GPRC5A	0.102	
1174	RYK	0.043	
1175	PTK7	0.075	
1176	NA	NA	
1177	TMEM45A	-1	
1178	SEC23B	0.064	
1179	MED14	NA	
1180	CYB5B	0.107	
1181	GBP1	-1	
1182	SPATA2L	0.107	
1183	EVA1B	NA	
1184	KDELR2	0.128	
1185	PKP4	-1	
1186	KCNIP2	0.053	
1187	XPO1	-1	
1188	DSN1	0.134	
1189	PEX13	-1	
1190	WSB1	-1	
1191	NPR1	-1	
1192	TRMT5	-1	
1193	NA	NA	
1194	ADD3	-1	
1195	SYBU	NA	
1196	PYGB	-1	
1197	PKIG	-1	
1198	ZNF266	0.134	
1199	NARS	-1	
1200	DZIP1	-1	
1201	HAS1	0.091	
1202	TPPP	-1	
1203	RASIP1	0.107	
1204	MED14	NA	
1205	ALCAM	-1	
1206	NA	NA	
1207	NA	NA	
1208	RND1	0.086	
1209	EXTL2	-1	
1210	DLC1	0.089	
1211	RNASE6	-1	
1212	DERL1	-1	
1213	MECP2	NA	
1214	NAGK	0.037	
1215	SSR4	NA	
1216	KBTBD11	-1	
1217	HOMER3	0.096	
1218	CRADD	-1	
1219	CAD	-1	
1220	NA	NA	
1221	JTB	0.187	
1222	APBA3	-1	
1223	PTPN4	-1	
1224	SEPT9	0.086	
1225	LSS	0.086	
1226	CDC23	0.075	
1227	LETM1	-1	
1228	FAIM3	-1	
1229	NA	NA	
1230	HEATR3	-1	
1231	OAZ2	-1	
1232	CD59	0.123	
1233	THUMPD2	0.043	
1234	TMEM168	0.08	
1235	FCGR1A	0.112	
1236	CDV3	0.07	
1237	NA	NA	
1238	DUSP11	0.043	
1239	ABHD3	0.064	
1240	SPTBN1	-1	
1241	LRRC17	0.08	
1242	LITAF	-1	
1243	CDKN1C	0.128	
1244	KCTD12	-1	
1245	NA	NA	
1246	TMEM194A	0.176	
1247	TSN	0.075	
1248	CUL1	-1	
1249	RBMS3	0.059	
1250	EMP2	-1	
1251	CPSF6	0.749	X
1252	PLAGL1	0.175	
1253	HLTF	-1	
1254	CALCRL	-1	
1255	EIF4B	0.091	
1256	DCK	-1	
1257	SPAG9	-1	
1258	NIT2	0.053	
1259	PCDH7	0.041	
1260	AMOTL2	0.043	
1261	COLGALT2	NA	
1262	ATP5G1	-1	
1263	ZMYM3	NA	
1264	ATPIF1	0.07	
1265	AIF1	NA	
1266	IVNS1ABP	-1	
1267	RGS16	-1	
1268	ANO3	0.123	
1269	ZNF248	-1	
1270	ADCY1	0.091	
1271	PPP2R2A	0.096	
1272	CIDEC	0.07	
1273	MLH1	-1	
1274	AK2	-1	
1275	PCBD1	0.037	
1276	PCIF1	-1	
1277	VEGFA	-1	
1278	CFLAR	0.075	
1279	ASXL1	-1	
1280	IL6ST	-1	
1281	ZNF692	-1	
1282	DDX3X	NA	
1283	C5orf30	-1	
1284	LAMB3	0.123	
1285	EGR3	0.091	
1286	AHCY	0.112	
1287	ITGB1BP1	-1	
1288	NACA	0.134	
1289	ARMCX5	NA	
1290	ME1	-1	
1291	BCL3	0.102	
1292	NA	NA	
1293	ETAA1	0.048	
1294	PTN	0.075	
1295	MCL1	-1	
1296	NA	NA	
1297	FHL1	NA	
1298	LSS	0.086	
1299	CEBPG	-1	
1300	APAF1	-1	
1301	DOLPP1	0.064	
1302	NA	NA	
1303	STK24	0.134	
1304	CHMP2A	0.123	
1305	RPL36	0.096	
1306	EHD1	0.08	
1307	CNPY2	0.08	
1308	PRC1	0.053	
1309	ISG15	0.08	
1310	ASCC3	0.088	
1311	RNF5	NA	
1312	STAM	-1	
1313	PTEN	0.037	
1314	RNASEH2A	0.096	
1315	SERPINH1	-1	
1316	NCAPG	0.048	
1317	ATM	-1	
1318	RPL31	0.08	
1319	KTN1	0.096	
1320	ZFP36L2	0.048	
1321	DPT	-1	
1322	BTN3A2	-1	
1323	NAA40	NA	
1324	PCNA	-1	
1325	ST13	0.118	
1326	SERP1	0.048	
1327	PYCARD	-1	
1328	ASF1A	0.112	
1329	ITSN1	-1	
1330	NA	NA	
1331	CSNK2A2	0.07	
1332	IGFBP6	0.086	
1333	NPAT	-1	
1334	MAOA	NA	
1335	NQO1	0.107	
1336	PHLDA3	0.102	
1337	EVA1B	NA	
1338	C9orf3	-1	
1339	BHMT2	-1	
1340	RNASET2	0.075	
1341	CAPN6	NA	
1342	PTGER3	-1	
1343	NA	NA	
1344	TRIM37	0.07	
1345	PEG10	0.07	
1346	GPR137B	-1	
1347	TIMP3	0.091	
1348	MEG3	0.107	
1349	GLB1	-1	
1350	AKR1C1	0.064	
1351	SPOP	0.048	
1352	DNAJB12	0.059	
1353	GPR116	-1	
1354	NR4A1	-1	
1355	MAP1LC3B	0.086	
1356	CFLAR	0.075	
1357	MED23	0.112	
1358	SON	-1	
1359	CALM1	0.064	
1360	DDX3X	NA	
1361	TMEM97	0.043	
1362	SLC29A1	-1	
1363	CA12	-1	
1364	APOL6	0.096	
1365	APOBEC3C	-1	
1366	NA	NA	
1367	TXN	-1	
1368	TCF7L2	0.032	
1369	E2F3	-1	
1370	SFPQ	-1	
1371	WNK1	0.118	
1372	S100B	0.08	
1373	BNIP3L	0.091	
1374	GLUL	-1	
1375	COPZ1	0.123	
1376	DIMT1	NA	
1377	CDKN1A	0.059	
1378	RDX	0.171	
1379	ADH5	0.037	
1380	RAE1	0.155	
1381	POFUT2	0.075	
1382	LAPTM4B	0.128	
1383	KIAA1731	-1	
1384	BAG4	-1	
1385	PKP4	-1	
1386	POR	0.075	
1387	HMGN2	0.07	
1388	SORBS1	0.032	
1389	CSTF2T	-1	
1390	PHIP	0.07	
1391	HIC2	0.096	
1392	ZNF500	-1	
1393	TRA2B	0.075	
1394	CREBL2	0.107	
1395	UBE2A	NA	
1396	WSB1	-1	
1397	JMJD6	-1	
1398	POM121	0.075	
1399	SPATS2	-1	
1400	ALDH3A2	-1	
1401	AKR1C1	0.064	
1402	IL1R1	-1	
1403	FADS3	0.075	
1404	ING4	-1	
1405	RFC5	-1	
1406	MARC2	NA	
1407	RRBP1	0.064	
1408	LINC00342	NA	
1409	AP1G1	-1	
1410	CHMP1B	-1	
1411	FAM111A	-1	
1412	DDR1	NA	
1413	AIF1	NA	
1414	GSE1	NA	
1415	KAT2A	-1	
1416	RGS1	-1	
1417	PTPRD	-1	
1418	BCKDHB	-1	
1419	PPP1R16B	-1	
1420	GBE1	0.08	
1421	ECI2	NA	
1422	CCL20	-1	
1423	NEDD4L	0.053	
1424	FYN	0.132	
1425	PRSS23	-1	
1426	SRSF3	NA	
1427	LGALS9	0.043	
1428	SH3GLB1	-1	
1429	ALDH3A2	-1	
1430	EGR1	-1	
1431	PLA2G4C	-1	
1432	BTN3A1	-1	
1433	PAK2	0.128	
1434	FOXD1	0.053	
1435	MBD4	-1	
1436	NA	NA	
1437	MMP2	-1	
1438	MCUR1	NA	
1439	HEXIM1	0.07	
1440	CCDC88A	-1	
1441	ALDH3A2	-1	
1442	POLG	-1	
1443	NA	NA	
1444	PINK1	-1	
1445	NA	NA	
1446	COL6A3	-1	
1447	VCAN	0.053	
1448	COL18A1	0.064	
1449	NAB1	-1	
1450	GPR4	0.096	
1451	SGSH	0.08	
1452	NA	NA	
1453	ZNF292	0.059	
1454	OLFML3	-1	
1455	IVNS1ABP	-1	
1456	MSR1	-1	
1457	PDXK	-1	
1458	PPFIA1	0.118	
1459	MAX	-1	
1460	AP1S1	0.064	
1461	GALNT1	0.053	
1462	LPAR1	0.102	
1463	ADCK3	NA	
1464	ITSN1	-1	
1465	ARF4	-1	
1466	SIX2	0.048	
1467	RBM39	0.123	
1468	GGA2	-1	
1469	SLC4A4	0.043	
1470	TP53I3	-1	
1471	PDIA3	-1	
1472	SRPRB	-1	
1473	PAGR1	NA	
1474	NRIP1	-1	
1475	ADCY3	0.059	
1476	EED	-1	
1477	STAT3	0.08	
1478	RGS1	-1	
1479	TRIB1	-1	
1480	NACC2	-1	
1481	PSMC3	0.128	
1482	CD300A	0.075	
1483	NA	NA	
1484	NA	NA	
1485	NA	NA	
1486	SPR	-1	
1487	ACYP1	-1	
1488	F13A1	-1	
1489	FANCG	-1	
1490	FOS	0.102	
1491	NA	NA	
1492	HBD	0.107	
1493	USP25	-1	
1494	SIGLEC1	-1	
1495	RPGR	NA	
1496	KLHL26	-1	
1497	CNDP2	-1	
1498	TENM3	NA	
1499	COIL	0.075	
1500	BUB3	-1	
1501	NA	NA	
1502	PTN	0.075	
1503	C17orf70	0.064	
1504	AKAP8L	0.091	
1505	NA	NA	
1506	PLA2G7	0.053	
1507	HNRNPA3	-1	
1508	PC	0.091	
1509	TMEM70	-1	
1510	SYNPO	-1	
1511	ACADS	0.123	
1512	LGALS1	0.096	
1513	APOLD1	0.107	
1514	RRM2	0.043	
1515	ARHGAP25	0.045	
1516	EIF4H	-1	
1517	AHDC1	0.07	
1518	QPRT	-1	
1519	DUSP10	-1	
1520	GNPTAB	0.144	
1521	SLC38A7	-1	
1522	TIMM8B	-1	
1523	PLAGL1	0.175	
1524	UBE2H	-1	
1525	MAN2B1	0.102	
1526	FMOD	0.118	
1527	RBBP4	0.064	
1528	CHD1	-1	
1529	ALDH1A2	0.059	
1530	GPD1	0.08	
1531	DMD	NA	
1532	GRPEL1	-1	
1533	RETSAT	-1	
1534	CD3D	-1	
1535	HIPK1	0.075	
1536	KRT10	-1	
1537	MR1	0.102	
1538	SMO	0.07	
1539	EDA	NA	
1540	CCND1	-1	
1541	ARHGAP4	NA	
1542	SIK2	0.176	
1543	SLFN12	-1	
1544	EYA2	0.134	
1545	CRELD2	-1	
1546	ATP5J2	0.064	
1547	STAT1	0.053	
1548	SLC39A14	0.112	
1549	CCDC92	0.096	
1550	CREBZF	-1	
1551	EXOC1	-1	
1552	SDF2	-1	
1553	REEP4	-1	
1554	PTPLB	0.07	
1555	NEDD9	0.048	
1556	FAS	-1	
1557	HN1	0.075	
1558	FN1	-1	
1559	PIGP	-1	
1560	HSPA1A	NA	
1561	NA	NA	
1562	YPEL5	-1	
1563	PPP1R16B	-1	
1564	NA	NA	
1565	RARS	0.091	
1566	TOB1	-1	
1567	MR1	0.102	
1568	GYG2	NA	
1569	NA	NA	
1570	ZDHHC18	-1	
1571	ADCY6	0.08	
1572	ARPC2	-1	
1573	C1QTNF1	-1	
1574	CAMSAP2	NA	
1575	LUM	0.262	
1576	TTI1	NA	
1577	FN1	-1	
1578	ECT2	-1	
1579	UBE2E1	-1	
1580	HMGCR	0.059	
1581	ARHGAP25	0.045	
1582	ARHGEF15	-1	
1583	LEP	-1	
1584	CXCR4	0.075	
1585	CLTC	-1	
1586	C14orf159	-1	
1587	PABPN1	-1	
1588	HSPA5	0.08	
1589	MAGEF1	-1	
1590	ACACB	0.112	
1591	DLEU1	-1	
1592	PICALM	0.134	
1593	STAMBP	0.043	
1594	CD59	0.123	
1595	MEOX1	0.08	
1596	YWHAE	0.064	
1597	NA	NA	
1598	MANF	NA	
1599	MCL1	-1	
1600	PLN	-1	
1601	PTGIS	-1	
1602	FZD7	-1	
1603	RNF41	-1	
1604	COBLL1	-1	
1605	IL13RA1	NA	
1606	TCFL5	-1	
1607	CDCA4	0.123	
1608	CISH	0.08	
1609	ATXN10	-1	
1610	ZNF410	0.112	
1611	ANKRD6	0.07	
1612	WWC2	0.075	
1613	BCR	0.086	
1614	TFEC	0.07	
1615	RABGAP1L	0.15	
1616	BRD8	0.075	
1617	VAMP8	0.053	
1618	ZNF268	-1	
1619	NCAM1	-1	
1620	ATM	-1	
1621	NAIP	NA	
1622	MID1	NA	
1623	ETFB	0.086	
1624	ALDH1L1	0.053	
1625	INPPL1	-1	
1626	QDPR	-1	
1627	FADS3	0.075	
1628	NR4A2	-1	
1629	HMGB3	NA	
1630	FEN1	-1	
1631	DMD	NA	
1632	SNIP1	-1	
1633	TMEM41B	-1	
1634	CNPY3	0.07	
1635	NA	NA	
1636	ARHGEF9	NA	
1637	FAM69A	0.07	
1638	CALM3	-1	
1639	LONRF3	NA	
1640	GZMA	0.059	
1641	CD209	0.091	
1642	LAMTOR3	NA	
1643	SLC30A9	0.043	
1644	IFI44	0.064	
1645	ISCA1	-1	
1646	EIF2S1	0.091	
1647	ADAM12	0.032	
1648	VCAN	0.053	
1649	NA	NA	
1650	SNX4	-1	
1651	ID4	0.059	
1652	HOMER3	0.096	
1653	STS	NA	
1654	SUGP2	NA	
1655	NA	NA	
1656	CBR4	-1	
1657	GSN	-1	
1658	ATR	-1	
1659	C8orf33	0.123	
1660	SPATS2L	NA	
1661	ESYT1	NA	
1662	PTN	0.075	
1663	EGFR	-1	
1664	TANK	-1	
1665	TIMP3	0.091	
1666	SMAD2	-1	
1667	LMBR1L	-1	
1668	NR3C2	0.048	
1669	HYOU1	-1	
1670	CSNK2A1	0.102	
1671	SOS1	0.053	
1672	KPNB1	-1	
1673	DMTF1	0.075	
1674	NOL3	0.08	
1675	LYRM1	0.043	
1676	ZNF45	-1	
1677	CCNB1	-1	
1678	RPLP0	-1	
1679	MANBA	-1	
1680	GBA	0.171	
1681	EPHB4	-1	
1682	PLAUR	0.091	
1683	PPIP5K2	NA	
1684	HSP90AB1	-1	
1685	TPD52	0.109	
1686	CDC42EP2	0.096	
1687	ZNF26	-1	
1688	MBD4	-1	
1689	SRBD1	0.043	
1690	KIAA0368	-1	
1691	CCND3	0.08	
1692	MAFB	0.155	
1693	MCF2L	0.123	
1694	EPHB2	0.075	
1695	FXYD1	0.07	
1696	NUP133	-1	
1697	ZNF131	0.134	
1698	RPLP1	-1	
1699	NA	NA	
1700	NCAPG2	0.07	
1701	GAB2	0.123	
1702	IFI6	0.07	
1703	TALDO1	0.182	
1704	IPO9	-1	
1705	CEP170	-1	
1706	RFTN1	-1	
1707	AQP9	0.064	
1708	WDR6	-1	
1709	FN1	-1	
1710	SERPING1	0.091	
1711	PALMD	0.053	
1712	ASIC1	NA	
1713	MGA	-1	
1714	CRIM1	-1	
1715	RPS6KB2	-1	
1716	EMP1	0.091	
1717	HBEGF	-1	
1718	NIF3L1	-1	
1719	DUSP22	0.123	
1720	SGSM3	-1	
1721	SLC1A4	0.053	
1722	CD2	-1	
1723	DDX60	-1	
1724	HBEGF	-1	
1725	FBXO42	0.07	
1726	PSME3	0.08	
1727	MTF2	-1	
1728	NGDN	0.064	
1729	CDK9	-1	
1730	PHYH	0.07	
1731	CBX1	-1	
1732	DYRK3	0.118	
1733	GFOD1	-1	
1734	MATR3	0.08	
1735	FBXO38	0.07	
1736	SDCCAG8	0.144	
1737	MKNK1	0.075	
1738	AKR1C2	0.064	
1739	SOX9	0.08	
1740	C2orf42	-1	
1741	SLK	0.032	
1742	JUND	-1	
1743	ABLIM3	-1	
1744	BUB1B	-1	
1745	TMX4	-1	
1746	PCK2	0.064	
1747	OAS2	-1	
1748	METTL4	0.064	
1749	NA	NA	
1750	SEL1L3	NA	
1751	RPS24	-1	
1752	ACAP2	-1	
1753	OSBP	0.08	
1754	GPATCH1	-1	
1755	CREBL2	0.107	
1756	CEP63	0.043	
1757	CDC27	0.064	
1758	TMEM223	-1	
1759	ATP2A2	-1	
1760	NFIL3	-1	
1761	ADH1B	0.037	
1762	ARPP19	NA	
1763	FOXN3	0.059	
1764	PRKACB	0.046	
1765	MED20	0.08	
1766	CFLAR	0.075	
1767	NA	NA	
1768	ARID1A	0.07	
1769	TST	0.091	
1770	GOLM1	0.102	
1771	ARHGEF18	0.096	
1772	RAD1	0.128	
1773	C7orf55-LUC7L2	NA	
1774	SSR2	0.171	
1775	TMEM41B	-1	
1776	KCNJ8	-1	
1777	RNASET2	0.075	
1778	RDH11	-1	
1779	C6orf106	0.086	
1780	THBS1	0.086	
1781	MCAM	0.166	
1782	GCLC	-1	
1783	IL1R1	-1	
1784	EMCN	0.043	
1785	FNDC3A	-1	
1786	ALDH6A1	0.112	
1787	NPIPB15	NA	
1788	MCAM	0.166	
1789	SEPT10	-1	
1790	RDH11	-1	
1791	ADORA1	0.107	
1792	RCC1	-1	
1793	IFRD2	0.08	
1794	MMP14	-1	
1795	UTP3	-1	
1796	CNBP	0.086	
1797	MCL1	-1	
1798	USP48	0.075	
1799	ATP1B1	0.203	
1800	ITSN2	0.059	
1801	CDKN1C	0.128	
1802	EFNB2	0.123	
1803	LMNA	-1	
1804	FAM178A	-1	
1805	TYROBP	-1	
1806	RPIA	-1	
1807	YARS2	-1	
1808	EML3	0.086	
1809	FBXO9	-1	
1810	WEE1	-1	
1811	TP53	0.053	
1812	HIST1H2BD	-1	
1813	SOS1	0.053	
1814	IPO7	0.171	
1815	RBM26	-1	
1816	ASUN	NA	
1817	PKNOX2	-1	
1818	PARP12	0.075	
1819	JAG2	-1	
1820	PARP2	-1	
1821	CDC42	0.075	
1822	ARID5B	0.037	
1823	PTGER3	-1	
1824	PELO	-1	
1825	PPFIBP1	-1	
1826	LAPTM4B	0.128	
1827	PNRC1	-1	
1828	RB1	-1	
1829	FAM168B	-1	
1830	CAV1	-1	
1831	TDO2	-1	
1832	SCUBE2	0.15	
1833	UBR5	-1	
1834	FDXR	0.075	
1835	GPD1L	0.064	
1836	SLC35A2	NA	
1837	CDKN1C	0.128	
1838	SERBP1	-1	
1839	SLC36A1	0.07	
1840	NA	NA	
1841	NA	NA	
1842	CA12	-1	
1843	PRPF19	-1	
1844	AKR1C1	0.064	
1845	FLII	-1	
1846	SPTLC1	0.12	
1847	PCOLCE	0.064	
1848	FAM114A2	0.059	
1849	SLC38A6	-1	
1850	MFSD11	0.075	
1851	SNRPD2	-1	
1852	SUMO2	0.075	
1853	CHMP1B	-1	
1854	ARMC1	0.118	
1855	ALDH6A1	0.112	
1856	FDFT1	0.08	
1857	C5orf54	0.107	
1858	FAM134B	-1	
1859	NDC80	0.064	
1860	NAGA	-1	
1861	EIF2D	NA	
1862	MAP3K5	-1	
1863	EIF5B	-1	
1864	LPXN	-1	
1865	MMD	-1	
1866	EOGT	NA	
1867	LSM7	-1	
1868	LSM4	0.091	
1869	MPZL1	0.193	
1870	FAT4	-1	
1871	GANAB	-1	
1872	PLXDC1	-1	
1873	ALMS1	0.043	
1874	NOVA1	0.075	
1875	SERINC3	-1	
1876	SNCG	0.043	
1877	KDELC1	-1	
1878	NA	NA	
1879	TSPAN7	NA	
1880	ERAP1	-1	
1881	LARP1	-1	
1882	FAS	-1	
1883	ME2	-1	
1884	DIAPH2	NA	
1885	IGF1	0.118	
1886	SIKE1	NA	
1887	GNAZ	0.08	
1888	NRXN2	-1	
1889	PAXBP1	NA	
1890	BBS4	-1	
1891	SH3GLB1	-1	
1892	POLR3D	-1	
1893	CSK	-1	
1894	RDX	0.171	
1895	ZNF12	0.134	
1896	NA	NA	X
1897	NRN1	-1	
1898	DHRS4L2	0.064	
1899	ADAR	0.176	
1900	NRAS	0.07	
1901	RXRG	0.19	
1902	OCRL	NA	
1903	IL6ST	-1	
1904	DUT	-1	
1905	DVL2	0.053	
1906	PMM1	0.107	
1907	GARS	0.128	
1908	NA	NA	
1909	DDX49	0.091	
1910	USP14	0.096	
1911	SCAMP1	0.07	
1912	HSD11B1	0.123	
1913	NA	NA	
1914	STRADA	0.064	
1915	NA	NA	
1916	METTL5	0.059	
1917	SEC23IP	-1	
1918	NADK	-1	
1919	MRC2	0.064	
1920	SIK2	0.176	
1921	WNT5A	-1	
1922	ARFGAP1	0.176	
1923	AKR1C2	0.064	
1924	GEMIN2	NA	
1925	TULP4	-1	
1926	CD4	-1	
1927	PRPS2	NA	
1928	BRD2	NA	
1929	STRADA	0.064	
1930	EDNRB	0.128	
1931	MKNK2	0.107	
1932	RAP2B	-1	
1933	MBD4	-1	
1934	PKNOX1	0.086	
1935	SEC31A	-1	
1936	EDNRB	0.128	
1937	ADNP	0.128	
1938	DUSP14	0.075	
1939	NCOA2	0.128	
1940	COPB1	-1	
1941	FOXN3	0.059	
1942	NR1H2	0.102	
1943	AKAP12	-1	
1944	ANKEF1	NA	
1945	SRF	-1	
1946	MLPH	-1	
1947	ATP5G3	0.043	
1948	TRAPPC2	NA	
1949	NA	NA	
1950	PCDH12	0.08	
1951	DDIT4	-1	
1952	SEMA3F	0.08	
1953	AP3S2	0.059	
1954	INPP5K	-1	
1955	CBFB	-1	
1956	NA	NA	
1957	ELOVL5	-1	
1958	TM4SF1	-1	
1959	ASPM	-1	
1960	SETBP1	0.048	
1961	ECHDC2	-1	
1962	PIK3R3	-1	
1963	CD28	-1	
1964	INTS7	-1	
1965	LMNA	-1	
1966	SH3BGRL	NA	
1967	METTL3	-1	
1968	ERG	-1	
1969	EPB41L4B	-1	
1970	PHTF2	0.07	
1971	YBX3	NA	
1972	IKBKAP	0.096	
1973	PIGC	0.257	
1974	PLEKHG6	0.091	
1975	CMC2	NA	
1976	EDA	NA	
1977	NA	NA	
1978	KDM6B	NA	
1979	PGRMC1	NA	
1980	ACSL1	0.075	
1981	TRMT1	0.102	
1982	HNRNPF	0.052	
1983	RGN	NA	
1984	TARBP2	0.091	
1985	KRT10	-1	
1986	FZD5	0.053	
1987	NA	NA	
1988	APIP	0.118	
1989	CA12	-1	
1990	SAV1	0.102	
1991	HNRNPA3	-1	
1992	GMPPA	0.059	
1993	ZNF423	-1	
1994	TRIM5	-1	
1995	PRDX6	-1	
1996	CALML4	-1	
1997	COG5	0.07	
1998	TLK1	-1	
1999	METTL18	NA	
2000	TOX4	0.091	
2001	PHLPP2	NA	
2002	GRB10	-1	
2003	TSKU	0.107	
2004	FHL1	NA	
2005	NQO2	0.053	
2006	NA	NA	
2007	RPS6KB1	0.075	
2008	NANOS1	0.048	
2009	FUT1	0.107	
2010	LY96	0.134	
2011	TRIAP1	-1	
2012	CYP1B1	0.053	
2013	C4A	NA	
2014	TCEB1	-1	
2015	ATF5	-1	
2016	ZNF267	0.043	
2017	ADK	0.064	
2018	CDV3	0.07	
2019	PTPRM	-1	
2020	DR1	-1	
2021	BMP2	0.08	
2022	CALU	0.07	
2023	EBF2	-1	
2024	SNAI1	-1	
2025	CSNK1A1	0.075	
2026	DYNLT3	NA	
2027	GPI	0.075	
2028	PIGL	-1	
2029	CRK	-1	
2030	CRIP1	-1	
2031	AQP1	-1	
2032	NFATC2IP	-1	
2033	ANGPTL2	-1	
2034	CPSF6	0.749	X
2035	SDC1	0.043	
2036	AHCYL1	0.053	
2037	TIMP3	0.091	
2038	NA	NA	
2039	GTSE1	-1	
2040	CPD	0.08	
2041	AP2S1	-1	
2042	CXCL13	-1	
2043	NADK	-1	
2044	MIS18A	NA	
2045	STRAP	0.086	
2046	PLAUR	0.091	
2047	ANXA11	0.048	
2048	C3AR1	-1	
2049	CCR1	-1	
2050	OASL	-1	
2051	THY1	-1	
2052	SCNM1	0.171	
2053	UTRN	-1	
2054	CD58	0.053	
2055	FFAR2	0.07	
2056	SNAPC3	-1	
2057	APBB3	0.075	
2058	RTN3	0.096	
2059	LRMP	-1	
2060	ZNF638	-1	
2061	NAA16	NA	
2062	LILRA2	0.091	
2063	SHMT2	0.241	
2064	APH1A	0.139	
2065	FLT1	0.123	
2066	CYP4B1	-1	
2067	RRAS2	0.123	
2068	CD46	0.118	
2069	KPNA1	0.064	
2070	NUDT21	0.08	
2071	DSTN	-1	
2072	TIA1	-1	
2073	TCF12	-1	
2074	PISD	0.107	
2075	MAPKAPK5-AS1	NA	
2076	NPY1R	0.059	
2077	OSER1	NA	
2078	MOGS	0.043	
2079	NAB2	0.176	
2080	FIBP	-1	
2081	YES1	0.096	
2082	FAM46A	0.064	
2083	IFIT5	-1	
2084	SWAP70	0.155	
2085	PEMT	-1	
2086	OAS3	-1	
2087	ZNF611	-1	
2088	SEMA3G	0.091	
2089	USP1	0.091	
2090	GULP1	-1	
2091	FASTK	0.08	
2092	LRRC8B	0.043	
2093	ARPC2	-1	
2094	VPS45	0.128	
2095	PLN	-1	
2096	CLIP1	0.128	
2097	KDM6B	NA	
2098	IL13RA1	NA	
2099	P4HB	NA	
2100	HLA-E	NA	
2101	GM2A	0.07	
2102	SPG11	-1	
2103	ROR1	0.107	
2104	LMOD1	0.118	
2105	ELTD1	-1	
2106	ZNF106	NA	
2107	CCDC88A	-1	
2108	MAPKAP1	-1	
2109	NR2C1	0.182	
2110	RB1CC1	-1	
2111	VEGFB	0.08	
2112	CTPS1	NA	
2113	GALE	0.075	
2114	ARHGAP33	NA	
2115	NA	NA	
2116	FN1	-1	
2117	NAMPT	-1	
2118	NA	NA	
2119	DOK2	-1	
2120	RNF8	0.059	
2121	C1orf63	0.075	
2122	C17orf62	0.07	
2123	DBNDD2	-1	
2124	FAM3C	0.075	
2125	TAF1B	-1	
2126	RPLP0	-1	
2127	OFD1	NA	
2128	METTL13	0.273	
2129	TMEM50B	-1	
2130	FOLH1	-1	
2131	FAM69A	0.07	
2132	ATG4B	NA	
2133	ZFYVE26	-1	
2134	ATP8B2	0.182	
2135	LSM12	0.086	
2136	PIGG	-1	
2137	SEC23IP	-1	
2138	SOD2	-1	
2139	SH3PXD2A	-1	
2140	SCARB2	-1	
2141	GLRX	-1	
2142	NA	NA	
2143	TCF3	-1	
2144	USE1	-1	
2145	RNF130	-1	
2146	NRCAM	-1	
2147	AC005013.5	NA	
2148	RPS21	0.16	
2149	SERPINB1	-1	
2150	UBE2J1	0.064	
2151	TTC17	0.107	
2152	CSF1	0.053	
2153	NRIP1	-1	
2154	UBR7	-1	
2155	JUND	-1	
2156	BUB3	-1	
2157	NOL11	0.064	
2158	LIPA	-1	
2159	ALDH18A1	-1	
2160	PMS1	-1	
2161	RAB13	0.187	
2162	MGAT4B	0.086	
2163	TRIP13	0.171	
2164	PRKDC	0.128	
2165	VCAM1	-1	
2166	TRAFD1	-1	
2167	ZFYVE26	-1	
2168	CIT	-1	
2169	NA	NA	
2170	COX7A1	0.086	
2171	PTPN6	-1	
2172	TFF3	-1	
2173	APP	0.086	
2174	NA	NA	
2175	PPP3CB	-1	
2176	NA	NA	
2177	ZCCHC11	0.086	
2178	PILRA	0.07	
2179	PANK2	-1	
2180	SMARCC2	-1	
2181	SNRPA1	-1	
2182	SEPT6	NA	
2183	TLN2	0.064	
2184	HLA-DMB	NA	
2185	SERINC3	-1	
2186	MARS	0.321	
2187	SEC13	0.064	
2188	RNF34	-1	
2189	CD93	-1	
2190	ZNF84	-1	
2191	GLO1	0.059	
2192	DGAT1	NA	
2193	RAD1	0.128	
2194	OSBPL1A	-1	
2195	RRAS2	0.123	
2196	ITGB2	0.08	
2197	P2RY14	-1	
2198	GNAQ	-1	
2199	C19orf66	0.123	
2200	MPHOSPH9	-1	
2201	VASP	0.107	
2202	AHCYL1	0.053	
2203	NA	NA	
2204	GRAMD3	0.07	
2205	FLOT2	0.043	
2206	TNXB	NA	
2207	KDELR3	-1	
2208	PDE6D	-1	
2209	GADD45A	-1	
2210	CNTRL	NA	
2211	ARFGEF1	0.139	
